Source: https://www.kaggle.com/nickhould/craft-cans,,,,,,,,,
License: https://opendatacommons.org/licenses/odbl/1.0/,,,,,,,,,
,,,,,,,,,
beer id,abv,ibu,beer name,beer style,ounces,brewery id,brewery name,city,state
2643,0.073,,Colette,Saison / Farmhouse Ale,12,6,Great Divide Brewing Company,Denver, CO
1346,0.08,86,Habitus IPA,American IPA,16,423,Hess Brewing Company,San Diego, CA
1347,0.06,,Bourbon Barrel Cowbell,American Porter,16,25,Sun King Brewing Company,Indianapolis, IN
1348,0.055,23,KelSo Pilsner,Czech Pilsener,12,342,KelSo Beer Company,Brooklyn, NY
1349,0.049,30,Boston Lager,Vienna Lager,16,300,Boston Beer Company,Boston, MA
1350,0.056,4,Summer Solstice,Cream Ale,12,171,Anderson Valley Brewing Company,Boonville, CA
1351,0.063,30,Grazias,Cream Ale,16,423,Hess Brewing Company,San Diego, CA
1352,0.065,,Contemplation,Bière de Garde,16,10,Brewery Vivant,Grand Rapids, MI
1353,0.065,90,Alphadelic IPA,American IPA,12,198,Hop Valley Brewing Company,Springfield, OR
1354,0.048,13,541 American Lager,American Pale Lager,12,198,Hop Valley Brewing Company,Springfield, OR
1355,0.06,14,Schuylkill Punch,Fruit / Vegetable Beer,12,356,Manayunk Brewing Company,Philadelphia, PA
1356,0.09,30,Monk from the 'Yunk,Tripel,12,356,Manayunk Brewing Company,Philadelphia, PA
1357,0.057,15,Point Oktoberfest,Märzen / Oktoberfest,16,131,Stevens Point Brewery,Stevens Point, WI
1359,0.042,,Saranac Shandy,Shandy,12,299,Matt Brewing Company,Utica, NY
1360,0.048,38,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12,107,Bonfire Brewing Company,Eagle, CO
1361,0.052,18,Half Full Bright Ale,American Blonde Ale,12,248,Half Full Brewery,Stamford, CT
1362,0.07,,Casinos IPA,English India Pale Ale (IPA),16,252,Santa Cruz Mountain Brewing,Santa Cruz, CA
1363,0.056,25,Grisette,Grisette,12,371,Sly Fox Brewing Company,Pottstown, PA
1364,0.05,,Big Bowl Blonde Ale,American Brown Ale,12,361,Wild Onion Brewing Company,Lake Barrington, IL
1365,0.06,,Pumple Drumkin,Pumpkin Ale,12,145,Cisco Brewers,Nantucket, MA
1366,0.063,23,Stupid Sexy Flanders,Flanders Oud Bruin,16,25,Sun King Brewing Company,Indianapolis, IN
1367,0.099,75,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16,25,Sun King Brewing Company,Indianapolis, IN
1369,0.055,,Gwar Beer,American Pale Ale (APA),12,141,Cigar City Brewing Company,Tampa, FL
1370,0.048,42,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,12,397,Ruhstaller Beer Company,Sacramento, CA
1371,0.059,,Green Collar,Mead,12,422,Blue Dog Mead,Eugene, OR
1372,0.059,,Yellow Collar,Mead,12,422,Blue Dog Mead,Eugene, OR
1373,0.08,,Black Raspberry Nectar,Mead,16,421,Redstone Meadery,Boulder, CO
1374,0.08,,Sunshine Nectar,Mead,16,421,Redstone Meadery,Boulder, CO
1375,0.08,,Nectar of the Hops,Mead,16,421,Redstone Meadery,Boulder, CO
1376,0.068,,Hard Apple,Cider,16,185,Vander Mill Ciders,Spring Lake, MI
1377,0.068,,Blue Gold,Cider,16,185,Vander Mill Ciders,Spring Lake, MI
1378,0.068,,Totally Roasted,Cider,16,185,Vander Mill Ciders,Spring Lake, MI
1379,0.059,42,Harpoon IPA,American IPA,12,234,Harpoon Brewery,Boston, MA
1380,0.05,28,Harpoon Summer Beer,Kölsch,12,234,Harpoon Brewery,Boston, MA
1381,0.045,,Endless Sun Ale,American Pale Wheat Ale,16,301,Old Forge Brewing Company,Danville, PA
1382,0.078,74,Crank Yanker IPA,American IPA,16,369,Eddyline Brewery & Restaurant,Buena Vista, CO
1383,0.052,19,Beaver Logger,American Pale Lager,12,420,Gore Range Brewery,Edwards, CO
1384,0.07,75,Elephant Rock IPA,American IPA,12,355,Pikes Peak Brewing Company,Monument, CO
1385,0.064,62,Bengali Tiger,American IPA,16,46,Sixpoint Craft Ales,Brooklyn, NY
1386,0.063,57,Righteous Ale,Rye Beer,16,46,Sixpoint Craft Ales,Brooklyn, NY
1387,0.052,34,Sweet Action,Cream Ale,16,46,Sixpoint Craft Ales,Brooklyn, NY
1388,0.054,42,The Crisp,German Pilsener,16,46,Sixpoint Craft Ales,Brooklyn, NY
1389,0.056,50,Osiris Pale Ale,American Pale Ale (APA),16,25,Sun King Brewing Company,Indianapolis, IN
1390,0.049,20,Double D Blonde (2013),American Blonde Ale,12,198,Hop Valley Brewing Company,Springfield, OR
1391,0.068,65,Sanitas Black IPA,American Black Ale,12,419,Sanitas Brewing Company,Boulder, CO
1392,0.058,20,Sanitas Saison Ale,Saison / Farmhouse Ale,12,419,Sanitas Brewing Company,Boulder, CO
1393,0.06,75,Cascadian Dark Ale,American Black Ale,12,418,Coalition Brewing Company,Portland, OR
1394,0.046,20,Old Forge Pumpkin Ale,Pumpkin Ale,16,301,Old Forge Brewing Company,Danville, PA
1395,0.049,35,Hazed & Infused,American Pale Ale (APA),12,417,Boulder Beer Company,Boulder, CO
1396,0.064,66,Laughing Dog IPA,American IPA,12,218,Laughing Dog Brewing Company,Ponderay, ID
1397,0.048,9,Two-One Niner,American Pilsner,12,218,Laughing Dog Brewing Company,Ponderay, ID
1398,0.06,60,Pigwar White India Pale Ale,American White IPA,16,80,Hopworks Urban Brewery,Portland, OR
1399,0.068,65,Heal the Bay IPA,American IPA,16,240,Golden Road Brewing,Los Angeles, CA
1400,0.07,75,Big Eye India Pale Ale,American IPA,12,34,Ballast Point Brewing Company,San Diego, CA
1401,0.052,23,Ballast Point Pale Ale,Kölsch,12,34,Ballast Point Brewing Company,San Diego, CA
1402,0.067,74,Mind's Eye PA,American IPA,16,11,Petoskey Brewing,Petoskey, MI
1403,0.069,20,Horny Monk,Dubbel,16,11,Petoskey Brewing,Petoskey, MI
1404,0.059,25,North 45 Amber Ale,American Amber / Red Ale,16,11,Petoskey Brewing,Petoskey, MI
1405,0.05,,Helen's Blend,Cider,12,416,Jack's Hard Cider (Hauser Estate...,Biglerville, PA
1406,0.062,55,Savannah Brown Ale,American Brown Ale,12,415,Coastal Empire Beer Company,Savannah, GA
1407,0.047,17,Tybee Island Blonde,American Blonde Ale,12,415,Coastal Empire Beer Company,Savannah, GA
1408,0.049,16,Kölsch 151,Kölsch,12,414,Blue Mountain Brewery,Arrington, VA
1409,0.07,,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16,413,Austin Beerworks,Austin, TX
1410,0.051,25,Sand Island Lighthouse,Kölsch,12,412,Straight to Ale,Huntsville, AL
1411,0.054,,Sawtooth Ale,American Blonde Ale,12,407,Bitter Root Brewing,Hamilton, MT
1413,0.063,,Single Hop Ale,American Pale Ale (APA),12,407,Bitter Root Brewing,Hamilton, MT
1415,0.065,,Dry Hard Cider,Cider,16,411,Seattle Cider Company,Seattle, WA
1416,0.065,,Dry Cider,Cider,16,411,Seattle Cider Company,Seattle, WA
1417,0.034,6,Weiss Trash Culture,Berliner Weissbier,12,410,New England Brewing Company,Woodbridge, CT
1418,0.085,85,Larry Imperial IPA,American Double / Imperial IPA,12,295,Wachusett Brewing Company,Westminster, MA
1419,0.056,55,Caldera Pale Ale,American Pale Ale (APA),12,155,Caldera Brewing Company,Ashland, OR
1420,0.075,77,Grapefruit Jungle (GFJ),American IPA,16,25,Sun King Brewing Company,Indianapolis, IN
1421,0.047,,Live Local Golden Ale,American Blonde Ale,12,107,Bonfire Brewing Company,Eagle, CO
1422,0.041,,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16,220,Big Choice Brewing,Broomfield, CO
1424,0.055,,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,16,309,Sockeye Brewing Company,Boise, ID
1425,0.099,,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,12,309,Sockeye Brewing Company,Boise, ID
1426,0.049,,Back East Golden Ale,American Blonde Ale,12,235,Back East Brewing Company,Bloomfield, CT
1427,0.056,,Samuel Adams Winter Lager,Bock,12,300,Boston Beer Company,Boston, MA
1428,0.05,21,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,12,152,Tin Roof Brewing Company,Baton Rouge, LA
1429,0.055,,Pau Hana Pilsner,Czech Pilsener,12,375,Maui Brewing Company,Lahaina, HI
1430,0.047,,Helios Hefeweizen (2013),Hefeweizen,12,148,Odyssey Beerwerks,Arvada, CO
1431,0.051,,Ghost Rider Pale Ale (2013),American Pale Ale (APA),12,148,Odyssey Beerwerks,Arvada, CO
1432,0.056,,Yard Sale Amber Ale,American Amber / Red Ale,16,409,Tamarack Brewing Company,Lakeside, MT
1433,0.068,,Hat Trick Hop IPA,American IPA,16,409,Tamarack Brewing Company,Lakeside, MT
1434,0.067,70,Wood Chipper India Pale Ale,American IPA,12,335,Fargo Brewing Company,Fargo, ND
1435,0.045,19,Stone's Throw IPA,Scottish Ale,12,335,Fargo Brewing Company,Fargo, ND
1436,0.05,,Pub Beer,American Pale Lager,12,408,10 Barrel Brewing Company,Bend, OR
1437,0.05,,Atom Splitter Pale Ale,American Pale Ale (APA),12,310,Pine Street Brewery,San Francisco, CA
1438,0.048,,Presidential Pils,Czech Pilsener,12,190,Two Beers Brewing Company,Seattle, WA
1439,0.042,35,Boat Beer,American IPA,12,222,Carton Brewing Company,Atlantic Highlands, NJ
1440,0.047,,Hale's Pale American Ale,American Pale Ale (APA),12,290,Hale's Ales,Seattle, WA
1441,0.052,,Blown Out Brown,American Brown Ale,12,407,Bitter Root Brewing,Hamilton, MT
1442,0.068,100,F5 IPA,American IPA,16,182,COOP Ale Works,Oklahoma City, OK
1443,0.093,,Trebuchet Double IPA,American Double / Imperial IPA,16,10,Brewery Vivant,Grand Rapids, MI
1444,0.065,65,Dale's Pale Ale,American Pale Ale (APA),12,166,Oskar Blues Brewery,Longmont, CO
1445,0.05,,Lazy Monk Bohemian Pilsner,Czech Pilsener,16,406,Lazy Monk Brewing,Eau Claire, WI
1446,0.048,,Great River Golden Ale,American Blonde Ale,12,365,Great River Brewery,Davenport, IA
1447,0.079,,Hopnoxious Imperial IPA,American Double / Imperial IPA,12,309,Sockeye Brewing Company,Boise, ID
1448,0.08,,Guest Lager,American Double / Imperial Pilsner,16,327,Half Acre Beer Company,Chicago, IL
1449,0.085,115,Overlord Imperial IPA,American Double / Imperial IPA,16,17,Tin Man Brewing Company,Evansville, IN
1450,0.062,,St. Benedict's Winter Ale,Winter Warmer,12,131,Stevens Point Brewery,Stevens Point, WI
1451,0.07,70,Moirai India Pale Ale,American IPA,16,405,Fate Brewing Company,Boulder, CO
1452,0.05,20,Laimas Kölsch Style Ale,Kölsch,16,405,Fate Brewing Company,Boulder, CO
1453,0.05,20,Norns Roggenbier,Roggenbier,16,405,Fate Brewing Company,Boulder, CO
1454,0.05,20,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16,405,Fate Brewing Company,Boulder, CO
1455,0.07,58,Sudice American Stout,American Stout,16,405,Fate Brewing Company,Boulder, CO
1456,0.072,60,Powder Hound Winter Ale,English Strong Ale,12,336,Big Sky Brewing Company,Missoula, MT
1457,0.049,,Chronic Ale,American Amber / Red Ale,16,370,Pizza Port Brewing Company,Carlsbad, CA
1458,0.055,25,Karbachtoberfest,Märzen / Oktoberfest,12,125,Karbach Brewing Company,Houston, TX
1459,0.092,75,Shipwrecked Double IPA,American Double / Imperial IPA,32,98,Mission Brewery,San Diego, CA
1460,0.048,44,El Conquistador Extra Pale Ale,American Pale Ale (APA),32,98,Mission Brewery,San Diego, CA
1461,0.058,21,Peacemaker Pilsner,Czech Pilsener,12,135,Pug Ryan's Brewery,Dillon, CO
1462,0.06,15,Dead Eye Dunkel,Munich Dunkel Lager,12,135,Pug Ryan's Brewery,Dillon, CO
1463,0.069,17,Hideout Helles,Munich Helles Lager,12,135,Pug Ryan's Brewery,Dillon, CO
1464,0.069,,Dry Hard Apple Cider,Cider,16,404,Cascadia Ciderworks United,Portland, OR
1465,0.069,,Granny Smith Hard Apple Cider,Cider,16,404,Cascadia Ciderworks United,Portland, OR
1466,0.065,,Ginger Cider,Cider,12,394,Schilling & Company,Seattle, WA
1467,0.055,,Happy Cider,Cider,16,403,Red Tank Cider Company,Bend, OR
1468,0.047,15,Wolverine Premium Lager,American Pale Lager,12,402,Wolverine State Brewing Company,Ann Arbor, MI
1469,0.045,23,Tiny Bomb,American Pilsner,12,239,Wiseacre Brewing Company,Memphis, TN
1470,0.062,61,Ananda India Pale Ale,American IPA,12,239,Wiseacre Brewing Company,Memphis, TN
1473,0.062,,Damnesia,American IPA,16,401,Amnesia Brewing Company,Washougal, WA
1474,0.054,,Dusty Trail Pale Ale,American Pale Ale (APA),16,401,Amnesia Brewing Company,Washougal, WA
1475,0.05,,Macon Progress Ale,American Pale Ale (APA),12,400,Macon Beer Company,Macon, GA
1476,0.04,,Squeaky Bike Nut Brown Ale,American Brown Ale,16,399,Moab Brewery,Moab, UT
1477,0.05,11,Oval Beach Blonde Ale,American Blonde Ale,16,398,Saugatuck Brewing Company,Douglas, MI
1478,0.073,55,CAPT Black IPA,American Black Ale,12,397,Ruhstaller Beer Company,Sacramento, CA
1479,0.056,35,1881 California Red,American Amber / Red Ale,12,397,Ruhstaller Beer Company,Sacramento, CA
1480,0.055,,Grand Rabbits,Cream Ale,12,12,Blackrocks Brewery,Marquette, MI
1481,0.07,51,51K IPA,American IPA,12,12,Blackrocks Brewery,Marquette, MI
1482,0.06,,Socktoberfest,Märzen / Oktoberfest,16,309,Sockeye Brewing Company,Boise, ID
1483,0.06,,Back East Porter,American Porter,12,235,Back East Brewing Company,Bloomfield, CT
1484,0.05,18,Summer Paradise,American Pale Wheat Ale,12,356,Manayunk Brewing Company,Philadelphia, PA
1485,0.055,,Plowshare Porter,American Porter,16,301,Old Forge Brewing Company,Danville, PA
1486,0.068,,Resolution Rye Stout,American Stout,16,301,Old Forge Brewing Company,Danville, PA
1487,0.065,65,Falling Down Brown Ale,American Brown Ale,16,301,Old Forge Brewing Company,Danville, PA
1488,0.075,85,Pilzilla,American Double / Imperial Pilsner,12,322,Voodoo Brewery,Meadville, PA
1489,0.046,15,Golden Road Hefeweizen,Hefeweizen,16,240,Golden Road Brewing,Los Angeles, CA
1490,0.059,60,Point the Way IPA,American IPA,16,240,Golden Road Brewing,Los Angeles, CA
1491,0.06,24,Sweet Potato Ale,Fruit / Vegetable Beer,16,314,Piney River Brewing Company,Bucryus, MO
1492,0.065,115,Blazing World,American Amber / Red Ale,16,209,Modern Times Beer,San Diego, CA
1493,0.058,40,Black House,American Stout,16,209,Modern Times Beer,San Diego, CA
1494,0.047,46,Fortunate Islands,American Pale Wheat Ale,16,209,Modern Times Beer,San Diego, CA
1495,0.055,30,Lomaland,Saison / Farmhouse Ale,16,209,Modern Times Beer,San Diego, CA
1496,0.068,,Coconut Brown Ale,American Brown Ale,12,12,Blackrocks Brewery,Marquette, MI
1497,0.092,100,Valkyrie Double IPA,American Double / Imperial IPA,12,118,Southern Star Brewing Company,Conroe, TX
1498,0.06,,Super G IPA,American IPA,16,396,White Flame Brewing Company,Hudsonville, MI
1500,0.047,,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12,107,Bonfire Brewing Company,Eagle, CO
1501,0.07,,Green House India Pale Ale,American IPA,12,395,Hops & Grain Brewery,Austin, TX
1502,0.06,,BrightCider,Cider,12,154,2 Towns Ciderhouse,Corvallis, OR
1503,0.065,,Oak Aged Cider,Cider,12,394,Schilling & Company,Seattle, WA
1504,0.062,80,Country Boy IPA,American IPA,12,170,Everybody's Brewing,White Salmon, WA
1505,0.06,54,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12,379,Grey Sail Brewing of Rhode Island,Westerly, RI
1506,0.071,62,Miami Vice IPA,American IPA,12,393,Miami Brewing Company,Miami, FL
1507,0.053,30,Gator Tail Brown Ale,American Brown Ale,12,393,Miami Brewing Company,Miami, FL
1508,0.053,11,Shark Bait,Fruit / Vegetable Beer,12,393,Miami Brewing Company,Miami, FL
1509,0.075,85,Perpetual IPA,American IPA,12,97,Tröegs Brewing Company,Hershey, PA
1510,0.082,25,Troegenator Doublebock,Doppelbock,16,97,Tröegs Brewing Company,Hershey, PA
1511,0.06,50,Worthy Pale,American Pale Ale (APA),12,199,Worthy Brewing Company,Bend, OR
1512,0.069,69,Worthy IPA (2013),American IPA,12,199,Worthy Brewing Company,Bend, OR
1513,0.077,30,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12,199,Worthy Brewing Company,Bend, OR
1514,0.045,25,Easy Day Kolsch,Kölsch,12,199,Worthy Brewing Company,Bend, OR
1515,0.067,,3-Way IPA (2013),American IPA,16,206,Fort George Brewery,Astoria, OR
1516,0.063,,Ace Hole American Pale Ale,American Pale Ale (APA),16,317,Marshall Wharf Brewing Company,Belfast, ME
1517,0.068,,Pink-I Raspberry IPA,American IPA,16,107,Bonfire Brewing Company,Eagle, CO
1518,0.073,,Devils Head Red Ale,American Amber / Red Ale,16,355,Pikes Peak Brewing Company,Monument, CO
1519,0.055,30,Saison 88,Saison / Farmhouse Ale,12,392,Santa Fe Brewing Company,Santa Fe, NM
1520,0.057,13,Barney Flats Oatmeal Stout,Oatmeal Stout,12,171,Anderson Valley Brewing Company,Boonville, CA
1521,0.068,65,Modus Hoperandi,American IPA,12,264,Ska Brewing Company,Durango, CO
2642,0.071,,Titan IPA,American IPA,12,6,Great Divide Brewing Company,Denver, CO
1523,0.06,,Casper White Stout,American Blonde Ale,12,32,James Page Brewing Company,Stevens Point, WI
1524,0.055,,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12,32,James Page Brewing Company,Stevens Point, WI
1525,0.055,,Yabba Dhaba Chai Tea Porter,American Porter,12,32,James Page Brewing Company,Stevens Point, WI
1526,0.041,,Havanüther,Light Lager,16,390,Orlison Brewing Company,Airway Heights, WA
1527,0.042,,Brünette,Euro Dark Lager,16,390,Orlison Brewing Company,Airway Heights, WA
1528,0.067,,Orlison India Pale Lager,American Pale Lager,16,390,Orlison Brewing Company,Airway Heights, WA
1529,0.055,,Lizzy's Red,American Amber / Red Lager,16,390,Orlison Brewing Company,Airway Heights, WA
1530,0.053,,Clem's Gold,American Pale Lager,16,390,Orlison Brewing Company,Airway Heights, WA
1532,0.099,98,Ten Fidy,Russian Imperial Stout,12,389,Oskar Blues Brewery (North Carol...,Brevard, NC
1533,0.087,85,G'KNIGHT,American Double / Imperial IPA,12,389,Oskar Blues Brewery (North Carol...,Brevard, NC
1535,0.043,,Kentucky Kölsch,Kölsch,16,388,Alltech's Lexington Brewing Company,Lexington, KY
1536,0.074,,CuDa Cascadian Dark Ale,American Black Ale,16,387,Natian Brewery,Portland, OR
1537,0.053,,Undun Blonde Ale,American Blonde Ale,16,387,Natian Brewery,Portland, OR
1538,0.064,,Stout Ol' Friend,American Stout,16,386,Revolution Brewing,Paonia, CO
1539,0.069,65,Monkey Fist IPA,American IPA,12,385,Shipyard Brewing Company,Portland, ME
1540,0.07,,Masked Bandit IPA,American Black Ale,16,314,Piney River Brewing Company,Bucryus, MO
1541,0.0525,,Double Play Pilsner,American Pilsner,12,380,Blue Blood Brewing Company,Lincoln, NE
1542,0.055,,One Claw,American Pale Ale (APA),12,384,Westbrook Brewing Company,Mt. Pleasant, SC
1543,0.063,70,Proxima IPA,American IPA,12,198,Hop Valley Brewing Company,Springfield, OR
1544,0.042,20,Starr Pils,German Pilsener,12,383,Starr Hill Brewery,Crozet, VA
1545,0.053,22,Blue Mountain Classic Lager,Euro Pale Lager,12,382,Blue Mountain Brewery,Afton, VA
1546,0.065,30,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12,382,Blue Mountain Brewery,Afton, VA
1547,0.059,60,Full Nelson Pale Ale,American Pale Ale (APA),12,382,Blue Mountain Brewery,Afton, VA
1548,0.047,,Slow & Steady Golden Ale,American Blonde Ale,12,107,Bonfire Brewing Company,Eagle, CO
1549,0.07,94,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16,107,Bonfire Brewing Company,Eagle, CO
1550,0.058,55,Charlie in the Rye,American IPA,12,351,Westfield River Brewing Company,Westfield, MA
1551,0.052,,Pop's Old Fashioned Lager,American Amber / Red Lager,12,351,Westfield River Brewing Company,Westfield, MA
1552,0.045,28,Dog Days Summer Ale,Kölsch,12,164,Round Guys Brewing,Lansdale, PA
1554,0.045,,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12,381,Swashbuckler Brewing Company,Manheim, PA
1555,0.05,10,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12,277,Indeed Brewing Company,Minneapolis, MN
1556,0.069,69,Batch 69 IPA,American IPA,12,253,Frankenmuth Brewery,Frankenmuth, MI
1557,0.055,40,Weekend Warrior Pale Ale,American Pale Ale (APA),12,125,Karbach Brewing Company,Houston, TX
1558,0.048,,Honey Cider,Cider,12,234,Harpoon Brewery,Boston, MA
1560,0.058,25,Mother in Lager,Munich Dunkel Lager,12,125,Karbach Brewing Company,Houston, TX
1561,0.099,101,Double Trunk,American Double / Imperial IPA,16,33,The Dudes' Brewing Company,Torrance, CA
1562,0.069,34,Grandma's Pecan,English Brown Ale,16,33,The Dudes' Brewing Company,Torrance, CA
1563,0.06,,Fall Hornin',Pumpkin Ale,12,171,Anderson Valley Brewing Company,Boonville, CA
1564,0.05,,1800 Big Log Wheat (2012),American Pale Wheat Ale,12,380,Blue Blood Brewing Company,Lincoln, NE
1565,0.072,65,Centennial IPA,American IPA,12,15,Founders Brewing Company,Grand Rapids, MI
1566,0.062,,Next Adventure Black IPA,American Black Ale,16,206,Fort George Brewery,Astoria, OR
1567,0.058,,Autumn Winds,Märzen / Oktoberfest,16,379,Grey Sail Brewing of Rhode Island,Westerly, RI
1568,0.055,,Killer Whale Cream Ale,Cream Ale,12,378,Bold City Brewery,Jacksonville, FL
1569,0.065,,Mad Manatee IPA,American IPA,12,378,Bold City Brewery,Jacksonville, FL
1570,0.09,,Lemon Shandy Tripel,Tripel,16,124,Griffin Claw Brewing Company,Birmingham, MI
1571,0.052,29,Slow Hand Stout,American Stout,16,377,Lucette Brewing Company,Menominee, WI
1572,0.06,64,KelSo India Pale Ale,American IPA,12,342,KelSo Beer Company,Brooklyn, NY
1573,0.057,52,Plum St. Porter,American Porter,12,219,Bozeman Brewing Company,Bozeman, MT
1574,0.07,22,Barrel Aged Farmer,American Brown Ale,16,365,Great River Brewery,Davenport, IA
1575,0.08,,Polar Night Stout,American Stout,16,376,RoughTail Brewing Company,Midwest City, OK
1576,0.07,80,RoughTail IPA,American IPA,16,376,RoughTail Brewing Company,Midwest City, OK
1577,0.076,78,12th Round,American Strong Ale,16,376,RoughTail Brewing Company,Midwest City, OK
1578,0.051,20,Lahaina Town Brown,American Brown Ale,12,375,Maui Brewing Company,Lahaina, HI
1579,0.072,22,OktoberBeast,Märzen / Oktoberfest,12,360,Aviator Brewing Company,Fuquay-Varina, NC
1580,0.057,40,Trolley Stop Stout,American Stout,12,374,Astoria Brewing Company,Astoria, OR
2647,0.071,,Rumble,American IPA,12,6,Great Divide Brewing Company,Denver, CO
1582,0.068,,Irish Channel Stout,American Stout,16,174,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1583,0.038,,Wolfman's Berliner,Berliner Weissbier,12,373,7venth Sun,Dunedin, FL
1584,0.051,35,Scruffy's Smoked Alt,Smoked Beer,16,29,Cedar Creek Brewery,Seven Points, TX
1585,0.042,9,Four Peaks Peach Ale,Fruit / Vegetable Beer,12,160,Four Peaks Brewing Company,Tempe, AZ
1586,0.052,18,Fat Tire Amber Ale,American Amber / Red Ale,12,82,New Belgium Brewing Company,Fort Collins, CO
1587,0.056,,Seven Gates Pale Ale,American Pale Ale (APA),12,372,Spring House Brewing Company,Conestoga, PA
1588,0.055,16,Sly Fox Christmas Ale 2013,Winter Warmer,12,371,Sly Fox Brewing Company,Pottstown, PA
1589,0.045,,PONTO S.I.P.A.,American IPA,16,370,Pizza Port Brewing Company,Carlsbad, CA
1590,0.05,,Pumpkin Patch Ale,Pumpkin Ale,16,369,Eddyline Brewery & Restaurant,Buena Vista, CO
1591,0.067,74,Autumnation (2013),American IPA,16,46,Sixpoint Craft Ales,Brooklyn, NY
1592,0.082,,He Said Belgian-Style Tripel,Tripel,12,368,21st Amendment Brewery,San Francisco, CA
1593,0.082,,He Said Baltic-Style Porter,Baltic Porter,12,368,21st Amendment Brewery,San Francisco, CA
1594,0.053,35,Maylani's Coconut Stout,American Stout,16,367,Airways Brewing Company,Kent, WA
1595,0.063,100,Dagger Falls IPA,American IPA,12,309,Sockeye Brewing Company,Boise, ID
1596,0.063,100,Dagger Falls IPA,American IPA,12,309,Sockeye Brewing Company,Boise, ID
1597,0.053,,Altus Bohemes Altbier,Altbier,12,364,Bohemian Brewery,Midvale, UT
1598,0.05,,Mustang Sixty-Six,American Amber / Red Lager,12,366,Mustang Brewing Company,Mustang, OK
1599,0.065,55,Royal Brat,Extra Special / Strong Bitter (ESB),16,25,Sun King Brewing Company,Indianapolis, IN
1600,0.055,,Yunkin' Punkin',Pumpkin Ale,12,356,Manayunk Brewing Company,Philadelphia, PA
1601,0.055,,Cold Snap,Witbier,12,300,Boston Beer Company,Boston, MA
1602,0.055,,Bear Butte Nut Brown Ale,American Brown Ale,12,212,Crow Peak Brewing Company,Spearfish, SD
1603,0.073,85,Good Vibes IPA,American IPA,12,322,Voodoo Brewery,Meadville, PA
1604,0.05,5,Chickawawa Lemonale,Fruit / Vegetable Beer,12,365,Great River Brewery,Davenport, IA
1605,0.078,60,Festeroo Winter Ale,American Strong Ale,12,198,Hop Valley Brewing Company,Springfield, OR
1606,0.06,55,Snow King Pale Ale,American Pale Ale (APA),12,191,Snake River Brewing Company,Jackson, WY
1607,0.06,,Bohemian Export Lager,Dortmunder / Export Lager,12,364,Bohemian Brewery,Midvale, UT
1608,0.07,70,Global Warmer,American Strong Ale,12,46,Sixpoint Craft Ales,Brooklyn, NY
1609,0.071,92,Initial Point India Pale Ale,American IPA,12,313,Slanted Rock Brewing Company,Meridian, ID
1610,0.06,104,Half Cycle IPA,American IPA,16,16,Flat 12 Bierwerks,Indianapolis, IN
1611,0.068,,Better Half,American IPA,12,363,Mikkeller,Pottstown, PA
1612,0.05,,Keeper (Current),American Pilsner,12,363,Mikkeller,Pottstown, PA
1613,0.056,26,Gyptoberfest,Märzen / Oktoberfest,12,107,Bonfire Brewing Company,Eagle, CO
1614,0.048,30,Wood Splitter Pilsner,Czech Pilsener,16,107,Bonfire Brewing Company,Eagle, CO
1615,0.045,32,The 12th Can™,American Pale Ale (APA),16,362,Hilliard's Beer,Seattle, WA
1616,0.051,,Pumpkin Porter,American Porter,12,160,Four Peaks Brewing Company,Tempe, AZ
1617,0.049,24,Morgan Street Oktoberfest,Märzen / Oktoberfest,12,326,Morgan Street Brewery,Saint Louis, MO
1618,0.045,,Pumpkin Ale,Pumpkin Ale,12,361,Wild Onion Brewing Company,Lake Barrington, IL
1619,0.082,100,Hop Slayer Double IPA,American Double / Imperial IPA,12,361,Wild Onion Brewing Company,Lake Barrington, IL
1620,0.062,17,Pumpkin Beast,Pumpkin Ale,12,360,Aviator Brewing Company,Fuquay-Varina, NC
1621,0.072,80,Hop Drop 'N Roll IPA,American IPA,16,359,NoDa Brewing Company,Charlotte, NC
1622,0.051,31,Jam Session,American Pale Ale (APA),16,359,NoDa Brewing Company,Charlotte, NC
1623,0.072,,Lift Off IPA,American IPA,16,358,Daredevil Brewing Company,Shelbyville, IN
1624,0.055,,Manayunk IPA,American IPA,12,356,Manayunk Brewing Company,Philadelphia, PA
